 2    7.42514970059880e+001
 2    6.88622754491018e+001
 4    3.57285429141717e+001
 4    3.29341317365269e+001
 12    1.89620758483034e+001
 12    1.19760479041916e+001
 24    7.18562874251497e+000
 24    1.39720558882236e+000
