0.0762712	1.02201257861635e+000
0.0762712	9.77987421383648e-001
0.0847458	9.93710691823899e-001
0.0847458	9.30817610062893e-001
0.116525	9.15094339622642e-001
0.118644	8.01886792452830e-001
0.152542	8.89937106918239e-001
0.150424	8.20754716981132e-001
0.184322	8.55345911949686e-001
0.184322	7.92452830188679e-001
0.21822		8.42767295597484e-001
0.21822		7.01257861635220e-001
0.25		7.45283018867924e-001
0.25		6.32075471698113e-001
0.286017	7.29559748427673e-001
0.283898	6.00628930817610e-001
0.315678	6.94968553459119e-001
0.317797	5.62893081761006e-001
0.347458	6.82389937106918e-001
0.349576	5.59748427672956e-001
0.383475	6.22641509433962e-001
0.385593	5.18867924528302e-001
0.415254	6.19496855345912e-001
0.417373	4.46540880503145e-001
0.5		4.84276729559748e-001
0.497881	3.83647798742138e-001
0.580508	4.40251572327044e-001
0.582627	2.92452830188679e-001
0.665254	3.67924528301887e-001
0.665254	2.57861635220126e-001
0.747881	2.98742138364780e-001
0.747881	1.91823899371069e-001
0.832627	2.76729559748428e-001
0.834746	1.69811320754717e-001
0.915254	2.61006289308176e-001
0.915254	1.60377358490566e-001
0.997881	2.61006289308176e-001
0.997881	1.28930817610063e-001
