 2    6.84630738522954e+001
 2    6.54690618762475e+001
 4    6.14770459081836e+001
 4    5.02994011976048e+001
 12    4.45109780439122e+001
 12    3.75249500998004e+001
 24    3.19361277445110e+001
 24    2.33532934131737e+001
