0.0841295	1.08176100628931e+000
0.0839623	9.24528301886792e-001
0.117931	8.55345911949686e-001
0.117784	7.16981132075472e-001
0.15102		9.59119496855346e-001
0.150876	8.23899371069182e-001
0.184919	8.23899371069182e-001
0.183644	6.25786163522013e-001
0.217787	7.20125786163522e-001
0.21757		5.15723270440252e-001
0.251746	6.41509433962264e-001
0.251653	5.53459119496855e-001
0.284671	5.91194968553459e-001
0.283454	4.46540880503145e-001
0.317543	4.90566037735849e-001
0.317443	3.96226415094340e-001
0.351479	3.89937106918239e-001
0.351388	3.05031446540880e-001
